problem_id,ev_A,ev_B,ev_diff,max_value_A,max_value_B,max_value_diff,min_value_A,min_value_B,n_outcomes_B,has_safe_option_A,has_safe_option_B,ev_max_conflict,higher_ev_option,higher_max_option,feedback,ambiguity,corr,block,bRate,bRate_std,options_A,options_B
292,10.0,6.0,4.0,10.0,63.5,-53.5,10.0,-48.0,9,True,False,True,A,B,True,False,0,2,0.5529411764705883,0.4665265896211377,"[[1.0, 10.0], [0.0, 10.0]]","[[0.5, -48.0], [0.00390625, 56.5], [0.02734375, 57.5], [0.08203125, 58.5], [0.13671875, 59.5], [0.13671875, 60.5], [0.08203125, 61.5], [0.02734375, 62.5], [0.00390625, 63.5]]"
293,26.6,23.4,3.2,32.0,89.0,-57.0,26.0,20.0,3,False,False,True,A,B,True,True,0,3,0.7222222222222222,0.3078493817275996,"[[0.1, 32.0], [0.9, 26.0]]","[[0.95, 20.0], [0.025, 87.0], [0.025000000000000067, 89.0]]"
294,25.8,21.1,4.7,65.0,58.0,7.0,16.0,17.0,2,False,False,False,A,A,True,False,0,4,0.5058823529411764,0.4190324990906047,"[[0.2, 65.0], [0.8, 16.0]]","[[0.9, 17.0], [0.1, 58.0]]"
301,-5.0,-8.2,3.2,-4.0,74.0,-78.0,-9.0,-26.0,5,False,False,True,A,B,True,True,-1,5,0.6631578947368421,0.2985344318793794,"[[0.8, -4.0], [0.19999999999999996, -9.0]]","[[0.8, -26.0], [0.1, 60.0], [0.05, 62.0], [0.025, 66.0], [0.024999999999999956, 74.0]]"
308,11.0,10.69,0.31,11.0,79.0,-68.0,11.0,10.0,2,True,False,True,A,B,True,False,0,5,0.65,0.4412104562073146,"[[1.0, 11.0], [0.0, 11.0]]","[[0.99, 10.0], [0.01, 79.0]]"
326,23.05,20.55,2.5,25.0,21.0,4.0,-14.0,12.0,2,False,False,False,A,A,True,False,0,3,0.5750000000000001,0.4187282332651254,"[[0.95, 25.0], [0.050000000000000044, -14.0]]","[[0.050000000000000044, 12.0], [0.95, 21.0]]"
328,11.25,11.84,-0.59,21.0,12.0,9.0,8.0,-4.0,2,False,False,True,B,A,True,True,0,3,0.2500000000000001,0.2780887148615228,"[[0.25, 21.0], [0.75, 8.0]]","[[0.010000000000000009, -4.0], [0.99, 12.0]]"
331,-6.2,-4.25,-1.95,43.0,82.0,-39.0,-39.0,-33.0,2,False,False,False,B,B,True,False,0,3,0.4666666666666667,0.3757345746510897,"[[0.4, 43.0], [0.6, -39.0]]","[[0.75, -33.0], [0.25, 82.0]]"
339,20.0,17.6,2.4,20.0,29.5,-9.5,20.0,10.0,3,True,False,True,A,B,True,True,0,4,0.8235294117647058,0.2332632948105689,"[[1.0, 20.0], [0.0, 20.0]]","[[0.6, 10.0], [0.2, 28.5], [0.2, 29.5]]"
346,18.0,14.4,3.6,25.0,72.0,-47.0,-10.0,8.0,2,False,False,True,A,B,True,True,1,3,0.7125,0.35,"[[0.8, 25.0], [0.19999999999999996, -10.0]]","[[0.9, 8.0], [0.1, 72.0]]"
349,-6.0,-6.65,0.65,-6.0,0.0,-6.0,-6.0,-7.0,2,True,False,True,A,B,False,True,0,1,0.8375000000000001,0.2848976424378879,"[[1.0, -6.0], [0.0, -6.0]]","[[0.95, -7.0], [0.05, 0.0]]"
349,-6.0,-6.65,0.65,-6.0,0.0,-6.0,-6.0,-7.0,2,True,False,True,A,B,True,True,0,2,0.7375,0.3630886025935451,"[[1.0, -6.0], [0.0, -6.0]]","[[0.95, -7.0], [0.05, 0.0]]"
351,6.35,14.5,-8.15,32.0,45.0,-13.0,5.0,-16.0,2,False,False,False,B,B,True,False,0,2,0.3375,0.3556683848755748,"[[0.05, 32.0], [0.95, 5.0]]","[[0.5, -16.0], [0.5, 45.0]]"
354,6.2,6.25,-0.05,9.0,22.0,-13.0,2.0,1.0,2,False,False,False,B,B,False,True,0,1,0.475,0.4312771730569565,"[[0.6, 9.0], [0.4, 2.0]]","[[0.75, 1.0], [0.25, 22.0]]"
355,-1.0,-1.2,0.2,-1.0,54.0,-55.0,-1.0,-38.0,2,True,False,True,A,B,True,False,0,5,0.7,0.3265986323710904,"[[1.0, -1.0], [0.0, -1.0]]","[[0.6, -38.0], [0.4, 54.0]]"
356,11.2,4.75,6.45,34.0,22.0,12.0,-23.0,-1.0,2,False,False,False,A,A,False,False,0,1,0.525,0.4057914078275521,"[[0.6, 34.0], [0.4, -23.0]]","[[0.75, -1.0], [0.25, 22.0]]"
357,-3.0,-4.2,1.2,-3.0,19.0,-22.0,-3.0,-10.0,2,True,False,True,A,B,True,False,0,2,0.6499999999999999,0.3306559138036598,"[[1.0, -3.0], [0.0, -3.0]]","[[0.8, -10.0], [0.2, 19.0]]"
360,14.0,13.02,0.98,14.0,114.0,-100.0,14.0,12.0,2,True,False,True,A,B,True,False,0,3,0.5333333333333333,0.4173328008516305,"[[1.0, 14.0], [0.0, 14.0]]","[[0.99, 12.0], [0.01, 114.0]]"
362,2.0,3.2,-1.2,101.0,25.5,75.5,1.0,-2.0,5,False,False,True,B,A,False,False,0,1,0.1875,0.2963668897386031,"[[0.01, 101.0], [0.99, 1.0]]","[[0.8, -2.0], [0.025, 22.5], [0.07500000000000001, 23.5], [0.07500000000000001, 24.5], [0.025, 25.5]]"
362,2.0,3.2,-1.2,101.0,25.5,75.5,1.0,-2.0,5,False,False,True,B,A,True,False,0,3,0.3250000000000001,0.3714835124201341,"[[0.01, 101.0], [0.99, 1.0]]","[[0.8, -2.0], [0.025, 22.5], [0.07500000000000001, 23.5], [0.07500000000000001, 24.5], [0.025, 25.5]]"
364,16.0,12.5,3.5,16.0,35.0,-19.0,16.0,5.0,2,True,False,True,A,B,True,True,0,5,0.5687500000000001,0.3092329219213245,"[[1.0, 16.0], [0.0, 16.0]]","[[0.75, 5.0], [0.25, 35.0]]"
367,24.6,30.49,-5.89,39.0,31.0,8.0,21.0,-20.0,2,False,False,True,B,A,True,True,1,4,0.2266666666666666,0.3283436063174123,"[[0.2, 39.0], [0.8, 21.0]]","[[0.010000000000000009, -20.0], [0.99, 31.0]]"
368,-5.14,-5.6,0.46,-5.0,26.5,-31.5,-19.0,-26.0,5,False,False,True,A,B,True,False,0,5,0.7185520361990951,0.3163570704631434,"[[0.99, -5.0], [0.010000000000000009, -19.0]]","[[0.6, -26.0], [0.05, 23.5], [0.15000000000000002, 24.5], [0.15000000000000002, 25.5], [0.05, 26.5]]"
371,-0.2,2.5,-2.7,5.0,43.0,-38.0,-8.0,-10.0,5,False,False,False,B,B,True,False,0,3,0.4258064516129032,0.3255433836275219,"[[0.6, 5.0], [0.4, -8.0]]","[[0.75, -10.0], [0.125, 43.0], [0.0625, 41.0], [0.03125, 37.0], [0.03125, 29.0]]"
374,-8.0,-9.4,1.4,-8.0,41.0,-49.0,-8.0,-15.0,2,True,False,True,A,B,True,False,0,2,0.5777777777777777,0.3750381244236936,"[[1.0, -8.0], [0.0, -8.0]]","[[0.9, -15.0], [0.1, 41.0]]"
375,-0.27,-3.8,3.53,0.0,22.0,-22.0,-27.0,-21.0,2,False,False,True,A,B,True,False,0,4,0.6625,0.280178514522438,"[[0.99, 0.0], [0.010000000000000009, -27.0]]","[[0.6, -21.0], [0.4, 22.0]]"
380,-2.0,-5.5,3.5,-2.0,47.5,-49.5,-2.0,-11.0,9,True,False,True,A,B,True,False,0,2,0.6,0.3723797345005051,"[[1.0, -2.0], [0.0, -2.0]]","[[0.9, -11.0], [0.00078125, 40.5], [0.0054687500000000005, 41.5], [0.01640625, 42.5], [0.02734375, 43.5], [0.02734375, 44.5], [0.01640625, 45.5], [0.0054687500000000005, 46.5], [0.00078125, 47.5]]"
382,7.0,7.66,-0.66,7.0,10.5,-3.5,7.0,-26.0,7,True,False,False,B,B,False,False,0,1,0.35,0.3966526608171605,"[[1.0, 7.0], [0.0, 7.0]]","[[0.010000000000000009, -26.0], [0.0309375, 5.5], [0.1546875, 6.5], [0.309375, 7.5], [0.309375, 8.5], [0.1546875, 9.5], [0.0309375, 10.5]]"
384,4.0,2.0,2.0,4.0,24.0,-20.0,4.0,-31.0,2,True,False,True,A,B,False,False,0,1,0.575,0.3991657967979388,"[[1.0, 4.0], [0.0, 4.0]]","[[0.4, -31.0], [0.6, 24.0]]"
385,22.0,25.5,-3.5,22.0,47.0,-25.0,22.0,-39.0,2,True,False,False,B,B,True,False,0,5,0.3764705882352941,0.3733788487660787,"[[1.0, 22.0], [0.0, 22.0]]","[[0.25, -39.0], [0.75, 47.0]]"
386,1.0,0.25,0.75,1.0,15.0,-14.0,1.0,-44.0,2,True,False,True,A,B,False,False,0,1,0.5875,0.3964425136973413,"[[1.0, 1.0], [0.0, 1.0]]","[[0.25, -44.0], [0.75, 15.0]]"
386,1.0,0.25,0.75,1.0,15.0,-14.0,1.0,-44.0,2,True,False,True,A,B,True,False,0,2,0.7000000000000001,0.3425395354310701,"[[1.0, 1.0], [0.0, 1.0]]","[[0.25, -44.0], [0.75, 15.0]]"
387,-5.0,-8.0,3.0,-5.0,24.5,-29.5,-5.0,-39.0,5,True,False,True,A,B,True,False,0,3,0.7222222222222222,0.3888982258449625,"[[1.0, -5.0], [0.0, -5.0]]","[[0.5, -39.0], [0.0625, 21.5], [0.1875, 22.5], [0.1875, 23.5], [0.0625, 24.5]]"
393,0.0,-0.85,0.85,0.0,40.0,-40.0,0.0,-3.0,2,True,False,True,A,B,True,False,0,4,0.5111111111111111,0.4457497172825983,"[[1.0, 0.0], [0.0, 0.0]]","[[0.95, -3.0], [0.05, 40.0]]"
398,-10.0,-16.5,6.5,-10.0,1.0,-11.0,-10.0,-34.0,2,True,False,True,A,B,True,True,0,3,0.5499999999999999,0.3141125063837265,"[[1.0, -10.0], [0.0, -10.0]]","[[0.5, -34.0], [0.5, 1.0]]"
399,28.0,25.5,2.5,28.0,57.5,-29.5,28.0,15.0,3,True,False,True,A,B,True,False,0,2,0.5647058823529413,0.4372373160976031,"[[1.0, 28.0], [0.0, 28.0]]","[[0.75, 15.0], [0.125, 56.5], [0.125, 57.5]]"
401,24.0,26.7,-2.7,24.0,32.0,-8.0,24.0,-21.0,2,True,False,False,B,B,True,False,0,3,0.4,0.3872983346207417,"[[1.0, 24.0], [0.0, 24.0]]","[[0.09999999999999998, -21.0], [0.9, 32.0]]"
410,21.0,25.4,-4.4,21.0,32.0,-11.0,21.0,-1.0,2,True,False,False,B,B,False,False,0,1,0.490909090909091,0.3875916313947874,"[[1.0, 21.0], [0.0, 21.0]]","[[0.19999999999999996, -1.0], [0.8, 32.0]]"
410,21.0,25.4,-4.4,21.0,32.0,-11.0,21.0,-1.0,2,True,False,False,B,B,True,False,0,3,0.4533333333333333,0.4172472146045293,"[[1.0, 21.0], [0.0, 21.0]]","[[0.19999999999999996, -1.0], [0.8, 32.0]]"
411,25.0,24.1,0.9,25.0,141.0,-116.0,25.0,14.0,6,True,False,True,A,B,False,False,0,1,0.66875,0.3360927451364181,"[[1.0, 25.0], [0.0, 25.0]]","[[0.9, 14.0], [0.05, 111.0], [0.025, 113.0], [0.0125, 117.0], [0.00625, 125.0], [0.0062499999999999336, 141.0]]"
414,29.0,26.3,2.7,29.0,68.5,-39.5,29.0,22.0,9,True,False,True,A,B,False,True,0,1,0.7499999999999999,0.3306559138036598,"[[1.0, 29.0], [0.0, 29.0]]","[[0.9, 22.0], [0.00078125, 61.5], [0.0054687500000000005, 62.5], [0.01640625, 63.5], [0.02734375, 64.5], [0.02734375, 65.5], [0.01640625, 66.5], [0.0054687500000000005, 67.5], [0.00078125, 68.5]]"
414,29.0,26.3,2.7,29.0,68.5,-39.5,29.0,22.0,9,True,False,True,A,B,True,True,0,2,0.5733333333333334,0.376955220278534,"[[1.0, 29.0], [0.0, 29.0]]","[[0.9, 22.0], [0.00078125, 61.5], [0.0054687500000000005, 62.5], [0.01640625, 63.5], [0.02734375, 64.5], [0.02734375, 65.5], [0.01640625, 66.5], [0.0054687500000000005, 67.5], [0.00078125, 68.5]]"
415,-4.0,-11.0,7.0,-4.0,134.0,-138.0,-4.0,-33.0,7,True,False,True,A,B,True,True,0,3,0.58125,0.391389171887736,"[[1.0, -4.0], [0.0, -4.0]]","[[0.8, -33.0], [0.1, 72.0], [0.05, 74.0], [0.025, 78.0], [0.0125, 86.0], [0.00625, 102.0], [0.0062499999999999336, 134.0]]"
419,29.0,29.6,-0.6,29.0,50.0,-21.0,29.0,-1.0,2,True,False,False,B,B,True,False,0,4,0.3368421052631579,0.4058058188014305,"[[1.0, 29.0], [0.0, 29.0]]","[[0.4, -1.0], [0.6, 50.0]]"
427,5.8,-1.61,7.41,89.0,40.0,49.0,-15.0,-2.0,5,False,False,False,A,A,False,False,0,1,0.575,0.3785938897200182,"[[0.2, 89.0], [0.8, -15.0]]","[[0.99, -2.0], [0.005, 40.0], [0.0025, 38.0], [0.00125, 34.0], [0.0012500000000000978, 26.0]]"
430,-0.28,1.75,-2.03,0.0,54.0,-54.0,-28.0,-1.0,2,False,False,False,B,B,True,False,0,3,0.475,0.3714835124201343,"[[0.99, 0.0], [0.010000000000000009, -28.0]]","[[0.95, -1.0], [0.05, 54.0]]"
432,-1.0,0.0,-1.0,-1.0,24.0,-25.0,-1.0,-6.0,2,True,False,False,B,B,False,False,0,1,0.4696428571428572,0.4274867225530913,"[[1.0, -1.0], [0.0, -1.0]]","[[0.8, -6.0], [0.2, 24.0]]"
432,-1.0,0.0,-1.0,-1.0,24.0,-25.0,-1.0,-6.0,2,True,False,False,B,B,True,False,0,5,0.2800000000000001,0.3004758131459407,"[[1.0, -1.0], [0.0, -1.0]]","[[0.8, -6.0], [0.2, 24.0]]"
434,10.2,5.25,4.95,39.0,22.5,16.5,-9.0,-39.0,7,False,False,False,A,A,True,True,0,5,0.5058823529411766,0.3325480947082957,"[[0.4, 39.0], [0.6, -9.0]]","[[0.25, -39.0], [0.0234375, 17.5], [0.1171875, 18.5], [0.234375, 19.5], [0.234375, 20.5], [0.1171875, 21.5], [0.0234375, 22.5]]"
440,-5.8,-6.0,0.2,-5.0,-6.0,1.0,-9.0,-6.0,1,False,True,False,A,A,True,False,0,5,0.5393939393939394,0.3856321060442468,"[[0.8, -5.0], [0.19999999999999996, -9.0]]","[[1.0, -6.0]]"
443,19.0,15.4,3.6,51.0,34.0,17.0,-13.0,-11.0,3,False,False,False,A,A,False,False,1,1,0.5874999999999999,0.4096746676734276,"[[0.5, 51.0], [0.5, -13.0]]","[[0.4, -11.0], [0.3, 32.0], [0.30000000000000004, 34.0]]"
449,-2.0,-4.08,2.08,-2.0,87.0,-89.0,-2.0,-5.0,2,True,False,True,A,B,False,False,0,1,0.55,0.3627849269550852,"[[1.0, -2.0], [0.0, -2.0]]","[[0.99, -5.0], [0.01, 87.0]]"
451,4.55,3.55,1.0,5.0,14.0,-9.0,-4.0,3.0,2,False,False,True,A,B,True,False,0,2,0.52,0.3839642840533107,"[[0.95, 5.0], [0.050000000000000044, -4.0]]","[[0.95, 3.0], [0.05, 14.0]]"
452,5.2,2.2,3.0,19.0,25.0,-6.0,-4.0,2.0,5,False,False,True,A,B,True,False,0,5,0.6533333333333334,0.341983012666391,"[[0.4, 19.0], [0.6, -4.0]]","[[0.99, 2.0], [0.005, 25.0], [0.0025, 23.0], [0.00125, 19.0], [0.0012500000000000978, 11.0]]"
455,28.0,20.3,7.7,28.0,67.0,-39.0,28.0,18.0,6,True,False,True,A,B,False,False,0,1,0.5066666666666667,0.4333699618219101,"[[1.0, 28.0], [0.0, 28.0]]","[[0.9, 18.0], [0.05, 37.0], [0.025, 39.0], [0.0125, 43.0], [0.00625, 51.0], [0.0062499999999999336, 67.0]]"
460,15.0,12.0,3.0,27.0,42.0,-15.0,-21.0,-18.0,2,False,False,True,A,B,False,False,0,1,0.5066666666666667,0.384460041889302,"[[0.75, 27.0], [0.25, -21.0]]","[[0.5, -18.0], [0.5, 42.0]]"
461,26.0,24.9,1.1,26.0,99.5,-73.5,26.0,21.0,3,True,False,True,A,B,True,False,0,3,0.5294117647058825,0.4119537381223056,"[[1.0, 26.0], [0.0, 26.0]]","[[0.95, 21.0], [0.025, 98.5], [0.025, 99.5]]"
462,18.0,17.12,0.88,18.0,29.0,-11.0,18.0,17.0,2,True,False,True,A,B,False,False,0,1,0.5375,0.3607787276469896,"[[1.0, 18.0], [0.0, 18.0]]","[[0.99, 17.0], [0.01, 29.0]]"
466,5.0,-1.4,6.4,34.0,49.0,-15.0,-24.0,-35.0,2,False,False,True,A,B,True,True,0,4,0.6933333333333334,0.2914659173083209,"[[0.5, 34.0], [0.5, -24.0]]","[[0.6, -35.0], [0.4, 49.0]]"
477,26.1,26.0,0.1,63.0,28.5,34.5,22.0,23.5,6,False,False,False,A,A,True,True,0,2,0.5875,0.4031128874149274,"[[0.1, 63.0], [0.9, 22.0]]","[[0.03125, 23.5], [0.15625, 24.5], [0.3125, 25.5], [0.3125, 26.5], [0.15625, 27.5], [0.03125, 28.5]]"
478,8.0,10.0,-2.0,8.0,80.5,-72.5,8.0,-7.0,7,True,False,False,B,B,False,False,0,1,0.4,0.3577708763999664,"[[1.0, 8.0], [0.0, 8.0]]","[[0.8, -7.0], [0.00625, 75.5], [0.03125, 76.5], [0.0625, 77.5], [0.0625, 78.5], [0.03125, 79.5], [0.00625, 80.5]]"
478,8.0,10.0,-2.0,8.0,80.5,-72.5,8.0,-7.0,7,True,False,False,B,B,True,False,0,2,0.2625,0.3324154027718932,"[[1.0, 8.0], [0.0, 8.0]]","[[0.8, -7.0], [0.00625, 75.5], [0.03125, 76.5], [0.0625, 77.5], [0.0625, 78.5], [0.03125, 79.5], [0.00625, 80.5]]"
481,12.0,5.6,6.4,12.0,19.5,-7.5,12.0,3.0,9,True,False,True,A,B,False,True,0,1,0.55,0.3687817782917155,"[[1.0, 12.0], [0.0, 12.0]]","[[0.8, 3.0], [0.0015625, 12.5], [0.010937500000000001, 13.5], [0.0328125, 14.5], [0.0546875, 15.5], [0.0546875, 16.5], [0.0328125, 17.5], [0.010937500000000001, 18.5], [0.0015625, 19.5]]"
486,5.8,-0.5,6.3,19.0,58.0,-39.0,-3.0,-4.0,7,False,False,True,A,B,True,True,0,4,0.575,0.3336665001664586,"[[0.4, 19.0], [0.6, -3.0]]","[[0.75, -1.0], [0.125, -4.0], [0.0625, -2.0], [0.03125, 2.0], [0.015625, 10.0], [0.0078125, 26.0], [0.0078125, 58.0]]"
490,27.0,32.0,-5.0,48.0,101.5,-53.5,6.0,-36.0,5,False,False,False,B,B,False,False,0,1,0.25,0.2875181153713043,"[[0.5, 48.0], [0.5, 6.0]]","[[0.5, -36.0], [0.0625, 98.5], [0.1875, 99.5], [0.1875, 100.5], [0.0625, 101.5]]"
490,27.0,32.0,-5.0,48.0,101.5,-53.5,6.0,-36.0,5,False,False,False,B,B,True,False,0,3,0.325,0.3415650255319866,"[[0.5, 48.0], [0.5, 6.0]]","[[0.5, -36.0], [0.0625, 98.5], [0.1875, 99.5], [0.1875, 100.5], [0.0625, 101.5]]"
491,-10.2,-10.4,0.2,89.0,33.5,55.5,-35.0,-38.0,7,False,False,False,A,A,True,True,0,3,0.6121212121212122,0.3903184403131434,"[[0.2, 89.0], [0.8, -35.0]]","[[0.6, -38.0], [0.0125, 28.5], [0.0625, 29.5], [0.125, 30.5], [0.125, 31.5], [0.0625, 32.5], [0.0125, 33.5]]"
493,11.0,12.0,-1.0,11.0,57.5,-46.5,11.0,-31.0,7,True,False,False,B,B,True,False,0,5,0.4125,0.3461695153148719,"[[1.0, 11.0], [0.0, 11.0]]","[[0.5, -31.0], [0.015625, 52.5], [0.078125, 53.5], [0.15625, 54.5], [0.15625, 55.5], [0.078125, 56.5], [0.015625, 57.5]]"
499,4.8,6.0,-1.2,12.0,18.0,-6.0,3.0,-30.0,2,False,False,False,B,B,True,False,0,2,0.4944444444444445,0.2919956128240572,"[[0.2, 12.0], [0.8, 3.0]]","[[0.25, -30.0], [0.75, 18.0]]"
503,30.0,31.78,-1.78,30.0,32.0,-2.0,30.0,10.0,2,True,False,False,B,B,False,False,0,1,0.3750000000000001,0.4434711565216691,"[[1.0, 30.0], [0.0, 30.0]]","[[0.010000000000000009, 10.0], [0.99, 32.0]]"
508,17.0,14.5,2.5,17.0,23.5,-6.5,17.0,8.0,7,True,False,True,A,B,True,False,0,2,0.6328205128205128,0.3108011444100265,"[[1.0, 17.0], [0.0, 17.0]]","[[0.5, 8.0], [0.015625, 18.5], [0.078125, 19.5], [0.15625, 20.5], [0.15625, 21.5], [0.078125, 22.5], [0.015625, 23.5]]"
510,28.75,29.0,-0.25,50.0,31.5,18.5,-35.0,26.5,6,False,False,True,B,A,True,False,0,3,0.475,0.4187282332651254,"[[0.75, 50.0], [0.25, -35.0]]","[[0.03125, 26.5], [0.15625, 27.5], [0.3125, 28.5], [0.3125, 29.5], [0.15625, 30.5], [0.03125, 31.5]]"
514,11.0,13.5,-2.5,11.0,27.0,-16.0,11.0,0.0,2,True,False,False,B,B,False,True,0,1,0.4,0.3577708763999663,"[[1.0, 11.0], [0.0, 11.0]]","[[0.5, 0.0], [0.5, 27.0]]"
514,11.0,13.5,-2.5,11.0,27.0,-16.0,11.0,0.0,2,True,False,False,B,B,True,True,0,4,0.4588235294117647,0.3857765278134023,"[[1.0, 11.0], [0.0, 11.0]]","[[0.5, 0.0], [0.5, 27.0]]"
515,30.0,32.56,-2.56,30.0,33.0,-3.0,30.0,-11.0,2,True,False,False,B,B,True,True,0,4,0.2333333333333333,0.3378130356555584,"[[1.0, 30.0], [0.0, 30.0]]","[[0.010000000000000009, -11.0], [0.99, 33.0]]"
520,20.0,22.75,-2.75,20.0,88.0,-68.0,20.0,1.0,2,True,False,False,B,B,True,False,0,4,0.375,0.4553387017741116,"[[1.0, 20.0], [0.0, 20.0]]","[[0.75, 1.0], [0.25, 88.0]]"
531,-9.0,-12.0,3.0,-9.0,-3.5,-5.5,-9.0,-32.0,9,True,False,True,A,B,True,False,0,4,0.6666666666666666,0.3754362541795624,"[[1.0, -9.0], [0.0, -9.0]]","[[0.19999999999999996, -32.0], [0.00625, -10.5], [0.043750000000000004, -9.5], [0.13125, -8.5], [0.21875, -7.5], [0.21875, -6.5], [0.13125, -5.5], [0.043750000000000004, -4.5], [0.00625, -3.5]]"
536,13.2,13.0,0.2,54.0,49.0,5.0,-14.0,9.0,2,False,False,False,A,A,True,False,0,2,0.6374999999999998,0.3518996068956789,"[[0.4, 54.0], [0.6, -14.0]]","[[0.9, 9.0], [0.1, 49.0]]"
542,17.25,16.5,0.75,81.0,76.5,4.5,-4.0,10.0,5,False,False,False,A,A,True,False,0,3,0.6749999999999999,0.3336665001664586,"[[0.25, 81.0], [0.75, -4.0]]","[[0.9, 10.0], [0.0125, 73.5], [0.037500000000000006, 74.5], [0.037500000000000006, 75.5], [0.0125, 76.5]]"
545,28.25,23.85,4.4,32.0,81.5,-49.5,17.0,21.0,9,False,False,True,A,B,True,False,0,4,0.5125000000000001,0.3661041628614952,"[[0.75, 32.0], [0.25, 17.0]]","[[0.95, 21.0], [0.000390625, 74.5], [0.0027343750000000003, 75.5], [0.008203125, 76.5], [0.013671875, 77.5], [0.013671875, 78.5], [0.008203125, 79.5], [0.0027343750000000003, 80.5], [0.000390625, 81.5]]"
549,19.0,28.0,-9.0,19.0,44.0,-25.0,19.0,-36.0,2,True,False,False,B,B,False,False,0,1,0.45625,0.3600515196110045,"[[1.0, 19.0], [0.0, 19.0]]","[[0.19999999999999996, -36.0], [0.8, 44.0]]"
550,13.0,17.4,-4.4,13.0,25.0,-12.0,13.0,6.0,2,True,False,False,B,B,True,False,0,5,0.4875,0.3899958643287752,"[[1.0, 13.0], [0.0, 13.0]]","[[0.4, 6.0], [0.6, 25.0]]"
554,-7.0,-14.5,7.5,-7.0,13.0,-20.0,-7.0,-42.0,2,True,False,True,A,B,True,True,0,4,0.575,0.3568379650952703,"[[1.0, -7.0], [0.0, -7.0]]","[[0.5, -42.0], [0.5, 13.0]]"
555,16.82,16.2,0.62,17.0,27.5,-10.5,-1.0,0.0,3,False,False,True,A,B,False,False,0,1,0.5375,0.4544227107000706,"[[0.99, 17.0], [0.010000000000000009, -1.0]]","[[0.4, 0.0], [0.3, 26.5], [0.3, 27.5]]"
561,-7.6,-10.2,2.6,19.0,48.0,-29.0,-9.0,-49.0,2,False,False,True,A,B,False,False,0,1,0.6875000000000001,0.3180670788790734,"[[0.05, 19.0], [0.95, -9.0]]","[[0.6, -49.0], [0.4, 48.0]]"
562,8.0,11.9,-3.9,8.0,110.0,-102.0,8.0,1.0,2,True,False,False,B,B,False,False,0,1,0.3625,0.3593976442141304,"[[1.0, 8.0], [0.0, 8.0]]","[[0.9, 1.0], [0.1, 110.0]]"
562,8.0,11.9,-3.9,8.0,110.0,-102.0,8.0,1.0,2,True,False,False,B,B,True,False,0,5,0.4625,0.3630886025935451,"[[1.0, 8.0], [0.0, 8.0]]","[[0.9, 1.0], [0.1, 110.0]]"
564,2.0,-1.8,3.8,2.0,58.0,-56.0,2.0,-41.0,3,True,False,True,A,B,False,False,0,1,0.525,0.3785938897200182,"[[1.0, 2.0], [0.0, 2.0]]","[[0.6, -41.0], [0.2, 56.0], [0.19999999999999998, 58.0]]"
564,2.0,-1.8,3.8,2.0,58.0,-56.0,2.0,-41.0,3,True,False,True,A,B,True,False,0,2,0.5066666666666666,0.4199773236508757,"[[1.0, 2.0], [0.0, 2.0]]","[[0.6, -41.0], [0.2, 56.0], [0.19999999999999998, 58.0]]"
572,4.8,7.6,-2.8,24.0,115.5,-91.5,0.0,-4.0,9,False,False,False,B,B,True,False,0,2,0.2,0.2618614682831908,"[[0.2, 24.0], [0.8, 0.0]]","[[0.9, -4.0], [0.00078125, 108.5], [0.0054687500000000005, 109.5], [0.01640625, 110.5], [0.02734375, 111.5], [0.02734375, 112.5], [0.01640625, 113.5], [0.0054687500000000005, 114.5], [0.00078125, 115.5]]"
579,-4.0,-10.5,6.5,-4.0,70.5,-74.5,-4.0,-37.0,5,True,False,True,A,B,True,True,0,4,0.8111111111111111,0.317876944168631,"[[1.0, -4.0], [0.0, -4.0]]","[[0.75, -37.0], [0.03125, 67.5], [0.09375, 68.5], [0.09375, 69.5], [0.03125, 70.5]]"
587,2.0,7.6,-5.6,2.0,68.5,-66.5,2.0,-7.0,7,True,False,False,B,B,False,False,0,1,0.425,0.3924283374069717,"[[1.0, 2.0], [0.0, 2.0]]","[[0.8, -7.0], [0.00625, 63.5], [0.03125, 64.5], [0.0625, 65.5], [0.0625, 66.5], [0.03125, 67.5], [0.00625, 68.5]]"
589,-5.0,-8.6,3.6,-5.0,29.0,-34.0,-5.0,-17.0,6,True,False,True,A,B,True,True,0,3,0.6777777777777778,0.3766033262724549,"[[1.0, -5.0], [0.0, -5.0]]","[[0.8, -17.0], [0.1, 29.0], [0.05, 27.0], [0.025, 23.0], [0.0125, 15.0], [0.012499999999999978, -1.0]]"
591,12.6,12.5,0.1,79.0,23.5,55.5,-4.0,9.0,3,False,False,False,A,A,True,False,0,3,0.8763636363636365,0.1884755221033048,"[[0.2, 79.0], [0.8, -4.0]]","[[0.75, 9.0], [0.125, 22.5], [0.125, 23.5]]"
596,-1.0,-0.5,-0.5,-1.0,52.0,-53.0,-1.0,-18.0,2,True,False,False,B,B,True,False,0,4,0.4666666666666667,0.3754362541795624,"[[1.0, -1.0], [0.0, -1.0]]","[[0.75, -18.0], [0.25, 52.0]]"
599,-6.0,-8.0,2.0,-6.0,18.5,-24.5,-6.0,-33.0,5,True,False,True,A,B,True,False,0,2,0.7444444444444444,0.3484794233476807,"[[1.0, -6.0], [0.0, -6.0]]","[[0.5, -33.0], [0.0625, 15.5], [0.1875, 16.5], [0.1875, 17.5], [0.0625, 18.5]]"
